date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:40:37	211671/211671	---M--	200	added ('OK')	image/jpeg	etag:%2233ad7-516b96a95ad38%22	http://compihost.net/web/plantillas/ayn.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/ayn.jpg	(from http://compihost.net/web/portafolio.php?pagina=2)
10:40:47	67191/67191	---M--	200	added ('OK')	image/jpeg	etag:%2210677-516b96a92abb8%22	http://compihost.net/web/plantillas/tmp/tmp_illari.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_illari.jpg	(from http://compihost.net/web/portafolio.php?pagina=2)
10:40:55	42209/42209	---M--	200	added ('OK')	image/jpeg	etag:%22a4e1-516b96a91d0fa%22	http://compihost.net/web/plantillas/tmp/tmp_casa-arteaga.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_casa-arteaga.jpg	(from http://compihost.net/web/portafolio.php?pagina=2)
10:41:05	286145/286145	---M--	200	added ('OK')	image/jpeg	etag:%2245dc1-516b96a93922d%22	http://compihost.net/web/plantillas/paroffice.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/paroffice.jpg	(from http://compihost.net/web/portafolio.php?pagina=2)
10:41:13	45460/45460	---M--	200	added ('OK')	image/jpeg	etag:%22b194-516b96a91f809%22	http://compihost.net/web/plantillas/tmp/tmp_virmon.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_virmon.jpg	(from http://compihost.net/web/portafolio.php?pagina=2)
10:41:14	36928/36928	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2015:41:13%20GMT	http://compihost.net/web/portafolio.php?pagina=1	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/portafolio3977.html	(from http://compihost.net/web/portafolio.php?pagina=2)
10:41:16	237933/237933	---M--	200	added ('OK')	image/jpeg	etag:%223a16d-516b96a92bb58%22	http://compihost.net/web/plantillas/casa-arteaga.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/casa-arteaga.jpg	(from http://compihost.net/web/portafolio.php?pagina=2)
10:41:25	49043/49043	---M--	200	added ('OK')	image/jpeg	etag:%22bf93-516b96a914843%22	http://compihost.net/web/plantillas/tmp/tmp_worldcotton.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_worldcotton.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:41:35	243053/243053	---M--	200	added ('OK')	image/jpeg	etag:%223b56d-516b96a984929%22	http://compihost.net/web/plantillas/virmon.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/virmon.jpg	(from http://compihost.net/web/portafolio.php?pagina=2)
10:41:39	400985/400985	---M--	200	added ('OK')	image/jpeg	etag:%2261e59-516b96a954f79%22	http://compihost.net/web/plantillas/illari.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/illari.jpg	(from http://compihost.net/web/portafolio.php?pagina=2)
10:41:44	51296/51296	---M--	200	added ('OK')	image/jpeg	etag:%22c860-516b96a91d4e2%22	http://compihost.net/web/plantillas/tmp/tmp_lyc-inmobiliaria.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_lyc-inmobiliaria.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:41:53	244141/244141	---M--	200	added ('OK')	image/jpeg	etag:%223b9ad-516b96a99db7d%22	http://compihost.net/web/plantillas/worldcotton.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/worldcotton.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:41:56	72613/72613	---M--	200	added ('OK')	image/jpeg	etag:%2211ba5-516b96a92b388%22	http://compihost.net/web/plantillas/tmp/tmp_reosouthamerica.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_reosouthamerica.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:42:07	63929/63929	---M--	200	added ('OK')	image/jpeg	etag:%22f9b9-516b96a92b388%22	http://compihost.net/web/plantillas/tmp/tmp_infotec.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_infotec.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:42:21	353281/353281	---M--	200	added ('OK')	image/jpeg	etag:%2256401-516b96a934bde%22	http://compihost.net/web/plantillas/lyc-inmobiliaria.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/lyc-inmobiliaria.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:42:28	39860/39860	---M--	200	added ('OK')	image/jpeg	etag:%229bb4-516b96a929060%22	http://compihost.net/web/plantillas/tmp/tmp_compipro.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_compipro.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:42:38	275959/275959	---M--	200	added ('OK')	image/jpeg	etag:%22435f7-516b96a94bb0a%22	http://compihost.net/web/plantillas/infotec.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/infotec.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:42:46	241198/241198	---M--	200	added ('OK')	image/jpeg	etag:%223ae2e-516b96a977253%22	http://compihost.net/web/plantillas/compipro.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/compipro.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:42:47	55377/55377	---M--	200	added ('OK')	image/jpeg	etag:%22d851-516b96a928c78%22	http://compihost.net/web/plantillas/tmp/tmp_duetseventos.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_duetseventos.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:42:50	443531/443531	---M--	200	added ('OK')	image/jpeg	etag:%226c48b-516b96a942e6c%22	http://compihost.net/web/plantillas/reosouthamerica.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/reosouthamerica.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:42:56	55999/55999	---M--	200	added ('OK')	image/jpeg	etag:%22dabf-516b96a924a11%22	http://compihost.net/web/plantillas/tmp/tmp_calmet.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_calmet.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:43:06	55756/55756	---M--	200	added ('OK')	image/jpeg	etag:%22d9cc-516b96a9280c0%22	http://compihost.net/web/plantillas/tmp/tmp_nascar.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_nascar.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:43:21	329921/329921	---M--	200	added ('OK')	image/jpeg	etag:%22508c1-516b96a96f93d%22	http://compihost.net/web/plantillas/duetseventos.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/duetseventos.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:43:29	46960/46960	---M--	200	added ('OK')	image/jpeg	etag:%22b770-516b96a912904%22	http://compihost.net/web/plantillas/tmp/tmp_gestion.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_gestion.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:43:40	337219/337219	---M--	200	added ('OK')	image/jpeg	etag:%2252543-516b96a978dab%22	http://compihost.net/web/plantillas/calmet.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/calmet.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:43:42	323524/323524	---M--	200	added ('OK')	image/jpeg	etag:%224efc4-516b96a910dac%22	http://compihost.net/web/plantillas/nascar.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/nascar.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:43:47	46639/46639	---M--	200	added ('OK')	image/jpeg	etag:%22b62f-516b96a92a7d0%22	http://compihost.net/web/plantillas/tmp/tmp_yellow.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_yellow.jpg	(from http://compihost.net/web/portafolio.php?pagina=4)
10:43:49	268348/268348	---M--	200	added ('OK')	image/jpeg	etag:%224183c-516b96a948073%22	http://compihost.net/web/plantillas/gestion.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/gestion.jpg	(from http://compihost.net/web/portafolio.php?pagina=3)
10:43:57	54683/54683	---M--	200	added ('OK')	image/jpeg	etag:%22d59b-516b96a9251e1%22	http://compihost.net/web/plantillas/tmp/tmp_proyektiva.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_proyektiva.jpg	(from http://compihost.net/web/portafolio.php?pagina=4)
10:44:13	91840/91840	---M--	200	added ('OK')	image/jpeg	etag:%22166c0-516b96a92abb8%22	http://compihost.net/web/plantillas/tmp/tmp_chinatown.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/tmp/tmp_chinatown.jpg	(from http://compihost.net/web/portafolio.php?pagina=4)
10:44:14	329/329	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Dec%202015%2015:44:14%20GMT	http://compihost.net/js/jquery.js	C:/Users/victor/Desktop/CompiHost/web/compihost.net/js/jquery.130.delayed	(from http://compihost.net/web/pyme_01.php?TB_iframe=true&height=620&width=850)
10:44:14	332/332	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Dec%202015%2015:44:14%20GMT	http://compihost.net/js/functions.js	C:/Users/victor/Desktop/CompiHost/web/compihost.net/js/functions.js	(from http://compihost.net/web/pyme_01.php?TB_iframe=true&height=620&width=850)
10:44:14	332/332	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Dec%202015%2015:44:14%20GMT	http://compihost.net/js/ghostText.js	C:/Users/victor/Desktop/CompiHost/web/compihost.net/js/ghostText.js	(from http://compihost.net/web/pyme_01.php?TB_iframe=true&height=620&width=850)
10:44:15	338/338	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Dec%202015%2015:44:14%20GMT	http://compihost.net/js/growingTextArea.js	C:/Users/victor/Desktop/CompiHost/web/compihost.net/js/growingTextArea.js	(from http://compihost.net/web/pyme_01.php?TB_iframe=true&height=620&width=850)
10:44:15	334/334	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Dec%202015%2015:44:15%20GMT	http://compihost.net/js/val_cotizar.js	C:/Users/victor/Desktop/CompiHost/web/compihost.net/js/val_cotizar.js	(from http://compihost.net/web/pyme_01.php?TB_iframe=true&height=620&width=850)
10:44:15	13311/13311	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2015:44:15%20GMT	http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-1&tipo_web=MYPE-01&dias_laborales=(7%20d%c3%adas%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=480&width=545	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/cotizar_codigoc410.html	(from http://compihost.net/web/pyme_01.php?TB_iframe=true&height=620&width=850)
10:44:16	298715/298715	---M--	200	added ('OK')	image/jpeg	etag:%2248edb-516b96a955361%22	http://compihost.net/web/plantillas/yellow.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/yellow.jpg	(from http://compihost.net/web/portafolio.php?pagina=4)
10:44:19	13576/13576	---M--	200	added ('OK')	image/jpeg	etag:%223508-516b96aa1f988%22	http://compihost.net/web/tipo_web/MYPE-1_01.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/tipo_web/MYPE-1_01.jpg	(from http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-1&tipo_web=MYPE-1&dias_laborales=(7%20dias%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=620&width=850)
10:44:22	19170/19170	---M--	200	added ('OK')	image/jpeg	etag:%224ae2-516b96aa00d5d%22	http://compihost.net/web/tipo_web/MYPE-1_02.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/tipo_web/MYPE-1_02.jpg	(from http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-1&tipo_web=MYPE-1&dias_laborales=(7%20dias%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=620&width=850)
